clean_file,spec_version,n_ops_original,n_ops_converted,status
S2__amazonaws.com__amp__2020-08-01__openapi.yaml,3.x,21,21,ok
S2__amazonaws.com__amplifybackend__2020-08-11__openapi.yaml,3.x,31,31,ok
S2__amazonaws.com__amplifyuibuilder__2021-08-11__openapi.yaml,3.x,25,25,ok
S2__amazonaws.com__appconfig__2019-10-09__openapi.yaml,3.x,43,43,ok
S2__amazonaws.com__appfabric__2023-05-19__openapi.yaml,3.x,26,26,ok
S2__amazonaws.com__appflow__2020-08-23__openapi.yaml,3.x,25,25,ok
S2__amazonaws.com__appintegrations__2020-07-29__openapi.yaml,3.x,15,15,ok
S2__amazonaws.com__application-autoscaling__2016-02-06__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__applicationcostprofiler__2020-09-10__openapi.yaml,3.x,6,6,ok
S2__amazonaws.com__apprunner__2020-05-15__openapi.yaml,3.x,35,35,ok
S2__amazonaws.com__arc-zonal-shift__2022-10-30__openapi.yaml,3.x,6,6,ok
S2__amazonaws.com__auditmanager__2017-07-25__openapi.yaml,3.x,62,62,ok
S2__amazonaws.com__autoscaling-plans__2018-01-06__openapi.yaml,3.x,6,6,ok
S2__amazonaws.com__backup-gateway__2021-01-01__openapi.yaml,3.x,25,25,ok
S2__amazonaws.com__backupstorage__2018-04-10__openapi.yaml,3.x,9,9,ok
S2__amazonaws.com__billingconductor__2021-07-30__openapi.yaml,3.x,31,31,ok
S2__amazonaws.com__braket__2019-09-01__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__ce__2017-10-25__openapi.yaml,3.x,38,38,ok
S2__amazonaws.com__chime-sdk-identity__2021-04-20__openapi.yaml,3.x,30,30,ok
S2__amazonaws.com__chime-sdk-media-pipelines__2021-07-15__openapi.yaml,3.x,19,19,ok
S2__amazonaws.com__chime-sdk-meetings__2021-07-15__openapi.yaml,3.x,16,16,ok
S2__amazonaws.com__chime-sdk-messaging__2021-05-15__openapi.yaml,3.x,51,51,ok
S2__amazonaws.com__chime-sdk-voice__2022-08-03__openapi.yaml,3.x,93,93,ok
S2__amazonaws.com__cleanrooms__2022-02-17__openapi.yaml,3.x,45,45,ok
S2__amazonaws.com__cloudcontrol__2021-09-30__openapi.yaml,3.x,8,8,ok
S2__amazonaws.com__codeartifact__2018-09-22__openapi.yaml,3.x,38,38,ok
S2__amazonaws.com__codecatalyst__2022-09-28__openapi.yaml,3.x,33,33,ok
S2__amazonaws.com__codeguru-reviewer__2019-09-19__openapi.yaml,3.x,14,14,ok
S2__amazonaws.com__codeguru-security__2018-05-10__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__codeguruprofiler__2019-07-18__openapi.yaml,3.x,23,23,ok
S2__amazonaws.com__codestar-connections__2019-12-01__openapi.yaml,3.x,12,12,ok
S2__amazonaws.com__codestar-notifications__2019-10-15__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__compute-optimizer__2019-11-01__openapi.yaml,3.x,21,21,ok
S2__amazonaws.com__connectcampaigns__2021-01-30__openapi.yaml,3.x,22,22,ok
S2__amazonaws.com__connectcases__2022-10-03__openapi.yaml,3.x,30,30,ok
S2__amazonaws.com__connectparticipant__2018-09-07__openapi.yaml,3.x,8,8,ok
S2__amazonaws.com__controltower__2018-05-10__openapi.yaml,3.x,4,4,ok
S2__amazonaws.com__customer-profiles__2020-08-15__openapi.yaml,3.x,51,51,ok
S2__amazonaws.com__databrew__2017-07-25__openapi.yaml,3.x,44,44,ok
S2__amazonaws.com__dataexchange__2017-07-25__openapi.yaml,3.x,29,29,ok
S2__amazonaws.com__detective__2018-10-26__openapi.yaml,3.x,24,24,ok
S2__amazonaws.com__devops-guru__2020-12-01__openapi.yaml,3.x,31,31,ok
S2__amazonaws.com__docdb-elastic__2022-11-28__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__drs__2020-02-26__openapi.yaml,3.x,47,47,ok
S2__amazonaws.com__ebs__2019-11-02__openapi.yaml,3.x,6,6,ok
S2__amazonaws.com__ecr-public__2020-10-30__openapi.yaml,3.x,23,23,ok
S2__amazonaws.com__elastic-inference__2017-07-25__openapi.yaml,3.x,6,6,ok
S2__amazonaws.com__elasticmapreduce__2009-03-31__openapi.yaml,3.x,54,54,ok
S2__amazonaws.com__emr-containers__2020-10-01__openapi.yaml,3.x,20,20,ok
S2__amazonaws.com__emr-serverless__2021-07-13__openapi.yaml,3.x,15,15,ok
S2__amazonaws.com__entityresolution__2018-05-10__openapi.yaml,3.x,16,16,ok
S2__amazonaws.com__evidently__2021-02-01__openapi.yaml,3.x,38,38,ok
S2__amazonaws.com__finspace-data__2020-07-13__openapi.yaml,3.x,31,31,ok
S2__amazonaws.com__finspace__2021-03-12__openapi.yaml,3.x,34,34,ok
S2__amazonaws.com__fis__2020-12-01__openapi.yaml,3.x,16,16,ok
S2__amazonaws.com__frauddetector__2019-11-15__openapi.yaml,3.x,73,73,ok
S2__amazonaws.com__gamesparks__2021-08-17__openapi.yaml,3.x,33,33,ok
S2__amazonaws.com__grafana__2020-08-18__openapi.yaml,3.x,19,19,ok
S2__amazonaws.com__greengrassv2__2020-11-30__openapi.yaml,3.x,29,29,ok
S2__amazonaws.com__healthlake__2017-07-01__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__honeycode__2020-03-01__openapi.yaml,3.x,15,15,ok
S2__amazonaws.com__identitystore__2020-06-15__openapi.yaml,3.x,19,19,ok
S2__amazonaws.com__imagebuilder__2019-12-02__openapi.yaml,3.x,56,56,ok
S2__amazonaws.com__inspector2__2020-06-08__openapi.yaml,3.x,46,46,ok
S2__amazonaws.com__internetmonitor__2021-06-03__openapi.yaml,3.x,10,10,ok
S2__amazonaws.com__iot-data__2015-05-28__openapi.yaml,3.x,7,7,ok
S2__amazonaws.com__iot-roborunner__2018-05-10__openapi.yaml,3.x,20,20,ok
S2__amazonaws.com__iotdeviceadvisor__2020-09-18__openapi.yaml,3.x,14,14,ok
S2__amazonaws.com__iotfleethub__2020-11-03__openapi.yaml,3.x,8,8,ok
S2__amazonaws.com__iotfleetwise__2021-06-17__openapi.yaml,3.x,50,50,ok
S2__amazonaws.com__iotsecuretunneling__2018-10-05__openapi.yaml,3.x,8,8,ok
S2__amazonaws.com__iotsitewise__2019-12-02__openapi.yaml,3.x,73,73,ok
S2__amazonaws.com__iottwinmaker__2021-11-29__openapi.yaml,3.x,34,34,ok
S2__amazonaws.com__iotwireless__2020-11-22__openapi.yaml,3.x,109,109,ok
S2__amazonaws.com__ivs-realtime__2020-07-14__openapi.yaml,3.x,15,15,ok
S2__amazonaws.com__ivs__2020-07-14__openapi.yaml,3.x,30,30,ok
S2__amazonaws.com__ivschat__2020-07-14__openapi.yaml,3.x,17,17,ok
S2__amazonaws.com__kafkaconnect__2021-09-14__openapi.yaml,3.x,12,12,ok
S2__amazonaws.com__kendra-ranking__2022-10-19__openapi.yaml,3.x,9,9,ok
S2__amazonaws.com__kendra__2019-02-03__openapi.yaml,3.x,66,66,ok
S2__amazonaws.com__keyspaces__2022-02-10__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__kinesis-video-archived-media__2017-09-30__openapi.yaml,3.x,6,6,ok
S2__amazonaws.com__license-manager-linux-subscriptions__2018-05-10__openapi.yaml,3.x,4,4,ok
S2__amazonaws.com__license-manager-user-subscriptions__2018-05-10__openapi.yaml,3.x,11,11,ok
S2__amazonaws.com__location__2020-11-19__openapi.yaml,3.x,58,58,ok
S2__amazonaws.com__lookoutequipment__2020-12-15__openapi.yaml,3.x,41,41,ok
S2__amazonaws.com__lookoutmetrics__2017-07-25__openapi.yaml,3.x,30,30,ok
S2__amazonaws.com__lookoutvision__2020-11-20__openapi.yaml,3.x,22,22,ok
S2__amazonaws.com__m2__2021-04-28__openapi.yaml,3.x,33,33,ok
S2__amazonaws.com__macie2__2020-01-01__openapi.yaml,3.x,79,79,ok
S2__amazonaws.com__managedblockchain-query__2023-05-04__openapi.yaml,3.x,6,6,ok
S2__amazonaws.com__marketplace-catalog__2018-09-17__openapi.yaml,3.x,12,12,ok
S2__amazonaws.com__mediapackagev2__2022-12-25__openapi.yaml,3.x,24,24,ok
S2__amazonaws.com__medical-imaging__2023-07-19__openapi.yaml,3.x,18,18,ok
S2__amazonaws.com__memorydb__2021-01-01__openapi.yaml,3.x,38,38,ok
S2__amazonaws.com__mgn__2020-02-26__openapi.yaml,3.x,65,65,ok
S2__amazonaws.com__migration-hub-refactor-spaces__2021-10-26__openapi.yaml,3.x,24,24,ok
S2__amazonaws.com__migrationhub-config__2019-06-30__openapi.yaml,3.x,3,3,ok
S2__amazonaws.com__migrationhuborchestrator__2021-08-28__openapi.yaml,3.x,28,28,ok
S2__amazonaws.com__migrationhubstrategy__2020-02-19__openapi.yaml,3.x,21,21,ok
S2__amazonaws.com__models.lex.v2__2020-08-07__openapi.yaml,3.x,92,92,ok
S2__amazonaws.com__mwaa__2020-07-01__openapi.yaml,3.x,11,11,ok
S2__amazonaws.com__network-firewall__2020-11-12__openapi.yaml,3.x,36,36,ok
S2__amazonaws.com__networkmanager__2019-07-05__openapi.yaml,3.x,85,85,ok
S2__amazonaws.com__nimble__2020-08-01__openapi.yaml,3.x,49,49,ok
S2__amazonaws.com__oam__2022-06-10__openapi.yaml,3.x,15,15,ok
S2__amazonaws.com__omics__2022-11-28__openapi.yaml,3.x,72,72,ok
S2__amazonaws.com__opensearch__2021-01-01__openapi.yaml,3.x,54,54,ok
S2__amazonaws.com__opensearchserverless__2021-11-01__openapi.yaml,3.x,31,31,ok
S2__amazonaws.com__osis__2022-01-01__openapi.yaml,3.x,14,14,ok
S2__amazonaws.com__outposts__2019-12-03__openapi.yaml,3.x,26,26,ok
S2__amazonaws.com__panorama__2019-07-24__openapi.yaml,3.x,34,34,ok
S2__amazonaws.com__payment-cryptography-data__2022-02-03__openapi.yaml,3.x,11,11,ok
S2__amazonaws.com__payment-cryptography__2021-09-14__openapi.yaml,3.x,20,20,ok
S2__amazonaws.com__personalize-events__2018-03-22__openapi.yaml,3.x,3,3,ok
S2__amazonaws.com__pi__2018-02-27__openapi.yaml,3.x,6,6,ok
S2__amazonaws.com__pinpoint-sms-voice-v2__2022-03-31__openapi.yaml,3.x,43,43,ok
S2__amazonaws.com__pipes__2015-10-07__openapi.yaml,3.x,10,10,ok
S2__amazonaws.com__privatenetworks__2021-12-03__openapi.yaml,3.x,25,25,ok
S2__amazonaws.com__proton__2020-07-20__openapi.yaml,3.x,87,87,ok
S2__amazonaws.com__rbin__2021-06-15__openapi.yaml,3.x,10,10,ok
S2__amazonaws.com__redshift-data__2019-12-20__openapi.yaml,3.x,10,10,ok
S2__amazonaws.com__redshift-serverless__2021-04-21__openapi.yaml,3.x,40,40,ok
S2__amazonaws.com__resiliencehub__2020-04-30__openapi.yaml,3.x,54,54,ok
S2__amazonaws.com__resource-explorer__2-2022-07-28__openapi.yaml,3.x,19,19,ok
S2__amazonaws.com__rolesanywhere__2018-05-10__openapi.yaml,3.x,28,28,ok
S2__amazonaws.com__route53-recovery-cluster__2019-12-02__openapi.yaml,3.x,4,4,ok
S2__amazonaws.com__route53-recovery-control-config__2020-11-02__openapi.yaml,3.x,23,23,ok
S2__amazonaws.com__route53-recovery-readiness__2019-12-02__openapi.yaml,3.x,32,32,ok
S2__amazonaws.com__rum__2018-05-10__openapi.yaml,3.x,17,17,ok
S2__amazonaws.com__runtime.lex.v2__2020-08-07__openapi.yaml,3.x,5,5,ok
S2__amazonaws.com__s3outposts__2017-07-25__openapi.yaml,3.x,5,5,ok
S2__amazonaws.com__sagemaker-a2i-runtime__2019-11-07__openapi.yaml,3.x,5,5,ok
S2__amazonaws.com__sagemaker-edge__2020-09-23__openapi.yaml,3.x,3,3,ok
S2__amazonaws.com__sagemaker-featurestore-runtime__2020-07-01__openapi.yaml,3.x,4,4,ok
S2__amazonaws.com__sagemaker-geospatial__2020-05-27__openapi.yaml,3.x,19,19,ok
S2__amazonaws.com__savingsplans__2019-06-28__openapi.yaml,3.x,9,9,ok
S2__amazonaws.com__scheduler__2021-06-30__openapi.yaml,3.x,12,12,ok
S2__amazonaws.com__schemas__2019-12-02__openapi.yaml,3.x,31,31,ok
S2__amazonaws.com__securitylake__2018-05-10__openapi.yaml,3.x,31,31,ok
S2__amazonaws.com__servicecatalog-appregistry__2020-06-24__openapi.yaml,3.x,24,24,ok
S2__amazonaws.com__simspaceweaver__2022-10-28__openapi.yaml,3.x,16,16,ok
S2__amazonaws.com__snow-device-management__2021-08-04__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__ssm-contacts__2021-05-03__openapi.yaml,3.x,39,39,ok
S2__amazonaws.com__ssm-incidents__2018-05-10__openapi.yaml,3.x,29,29,ok
S2__amazonaws.com__ssm-sap__2018-05-10__openapi.yaml,3.x,18,18,ok
S2__amazonaws.com__sso-admin__2020-07-20__openapi.yaml,3.x,37,37,ok
S2__amazonaws.com__sso-oidc__2019-06-10__openapi.yaml,3.x,3,3,ok
S2__amazonaws.com__sso__2019-06-10__openapi.yaml,3.x,4,4,ok
S2__amazonaws.com__support-app__2021-08-20__openapi.yaml,3.x,10,10,ok
S2__amazonaws.com__synthetics__2017-10-11__openapi.yaml,3.x,21,21,ok
S2__amazonaws.com__timestream-query__2018-11-01__openapi.yaml,3.x,13,13,ok
S2__amazonaws.com__timestream-write__2018-11-01__openapi.yaml,3.x,19,19,ok
S2__amazonaws.com__tnb__2008-10-21__openapi.yaml,3.x,33,33,ok
S2__amazonaws.com__transfer__2018-11-05__openapi.yaml,3.x,59,59,ok
S2__amazonaws.com__verifiedpermissions__2021-12-01__openapi.yaml,3.x,24,24,ok
S2__amazonaws.com__voice-id__2021-09-27__openapi.yaml,3.x,29,29,ok
S2__amazonaws.com__vpc-lattice__2022-11-30__openapi.yaml,3.x,52,52,ok
S2__amazonaws.com__wafv2__2019-07-29__openapi.yaml,3.x,53,53,ok
S2__amazonaws.com__wellarchitected__2020-03-31__openapi.yaml,3.x,56,56,ok
S2__amazonaws.com__wisdom__2020-10-19__openapi.yaml,3.x,31,31,ok
S2__amazonaws.com__workspaces-web__2020-07-08__openapi.yaml,3.x,58,58,ok
S2__amentum.space__atmosphere__1.1.1__openapi.yaml,3.x,3,3,ok
S2__amentum.space__aviation_radiation__1.5.0__openapi.yaml,3.x,7,7,ok
S2__amentum.space__space_radiation__1.1.2__openapi.yaml,3.x,3,3,ok
S2__anchore.io__0.1.20__openapi.yaml,3.x,109,109,ok
S2__apache.org__airflow__2.5.3__openapi.yaml,3.x,71,71,ok
S2__api.video__1__openapi.yaml,3.x,47,47,ok
S2__apicurio.local__registry__1.3.2.Final__openapi.yaml,3.x,33,33,ok
S2__apicurio.local__registry__2.4.x__openapi.yaml,3.x,65,65,ok
S2__apidapp.com__2019-02-14T164701Z__openapi.yaml,3.x,29,29,ok
S2__apideck.com__accounting__10.0.0__openapi.yaml,3.x,58,58,ok
S2__apideck.com__ats__10.0.0__openapi.yaml,3.x,12,12,ok
S2__apideck.com__connector__10.0.0__openapi.yaml,3.x,10,10,ok
S2__apideck.com__crm__10.0.0__openapi.yaml,3.x,40,40,ok
S2__apideck.com__customer-support__9.5.0__openapi.yaml,3.x,5,5,ok
S2__apideck.com__ecommerce__10.0.0__openapi.yaml,3.x,7,7,ok
S2__apideck.com__ecosystem__0.0.6__openapi.yaml,3.x,12,12,ok
S2__apideck.com__file-storage__10.0.0__openapi.yaml,3.x,33,33,ok
S2__apideck.com__hris__10.0.0__openapi.yaml,3.x,25,25,ok
S2__apideck.com__issue-tracking__10.0.0__openapi.yaml,3.x,15,15,ok
S2__apideck.com__lead__10.0.0__openapi.yaml,3.x,5,5,ok
S2__apideck.com__pos__10.0.0__openapi.yaml,3.x,46,46,ok
S2__apideck.com__proxy__10.0.0__openapi.yaml,3.x,5,5,ok
S2__apideck.com__sms__10.0.0__openapi.yaml,3.x,5,5,ok
S2__apideck.com__vault__10.0.0__openapi.yaml,3.x,27,27,ok
S2__apideck.com__webhook__10.0.0__openapi.yaml,3.x,10,10,ok
S2__apigee.local__registry__0.0.1__openapi.yaml,3.x,35,35,ok
S2__apis.guru__2.2.0__openapi.yaml,3.x,7,7,ok
S2__apisetu.gov.in__acko__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apisetu.gov.in__bajajallianz__3.0.0__openapi.yaml,3.x,7,7,ok
S2__apisetu.gov.in__bhartiaxagi__3.0.0__openapi.yaml,3.x,5,5,ok
S2__apisetu.gov.in__cbse__3.0.0__openapi.yaml,3.x,16,16,ok
S2__apisetu.gov.in__cisce__3.0.0__openapi.yaml,3.x,5,5,ok
S2__apisetu.gov.in__ditch__3.0.0__openapi.yaml,3.x,4,4,ok
S2__apisetu.gov.in__dittripura__3.0.0__openapi.yaml,3.x,18,18,ok
S2__apisetu.gov.in__edistrictandaman__3.0.0__openapi.yaml,3.x,12,12,ok
S2__apisetu.gov.in__edistricthp__3.0.0__openapi.yaml,3.x,32,32,ok
S2__apisetu.gov.in__edistrictkerala__3.0.0__openapi.yaml,3.x,24,24,ok
S2__apisetu.gov.in__edistrictodisha__3.0.0__openapi.yaml,3.x,6,6,ok
S2__apisetu.gov.in__edistrictodishasp__3.0.0__openapi.yaml,3.x,7,7,ok
S2__apisetu.gov.in__edistrictpb__3.0.0__openapi.yaml,3.x,7,7,ok
S2__apisetu.gov.in__edistrictup__3.0.0__openapi.yaml,3.x,6,6,ok
S2__apisetu.gov.in__enibandhanjh__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apisetu.gov.in__epfindia__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apisetu.gov.in__epramanhp__3.0.0__openapi.yaml,3.x,14,14,ok
S2__apisetu.gov.in__eservicearunachal__3.0.0__openapi.yaml,3.x,6,6,ok
S2__apisetu.gov.in__futuregenerali__3.0.0__openapi.yaml,3.x,5,5,ok
S2__apisetu.gov.in__gadbih__3.0.0__openapi.yaml,3.x,4,4,ok
S2__apisetu.gov.in__goawrd__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apisetu.gov.in__godigit__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apisetu.gov.in__hsscboardmh__3.0.0__openapi.yaml,3.x,4,4,ok
S2__apisetu.gov.in__icicilombard__3.0.0__openapi.yaml,3.x,7,7,ok
S2__apisetu.gov.in__jac__3.0.0__openapi.yaml,3.x,4,4,ok
S2__apisetu.gov.in__jharsewa__3.0.0__openapi.yaml,3.x,7,7,ok
S2__apisetu.gov.in__kiadb__3.0.0__openapi.yaml,3.x,8,8,ok
S2__apisetu.gov.in__kotakgeneralinsurance__3.0.0__openapi.yaml,3.x,6,6,ok
S2__apisetu.gov.in__labourbih__3.0.0__openapi.yaml,3.x,7,7,ok
S2__apisetu.gov.in__legalmetrologyup__3.0.0__openapi.yaml,3.x,4,4,ok
S2__apisetu.gov.in__mbse__3.0.0__openapi.yaml,3.x,4,4,ok
S2__apisetu.gov.in__municipaladmin__3.0.0__openapi.yaml,3.x,4,4,ok
S2__apisetu.gov.in__nationalinsurance__3.0.0__openapi.yaml,3.x,10,10,ok
S2__apisetu.gov.in__newindia__3.0.0__openapi.yaml,3.x,7,7,ok
S2__apisetu.gov.in__nios__3.0.0__openapi.yaml,3.x,6,6,ok
S2__apisetu.gov.in__orientalinsurance__3.0.0__openapi.yaml,3.x,10,10,ok
S2__apisetu.gov.in__pblabour__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apisetu.gov.in__phedharyana__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apisetu.gov.in__pseb__3.0.0__openapi.yaml,3.x,5,5,ok
S2__apisetu.gov.in__reliancegeneral__3.0.0__openapi.yaml,3.x,6,6,ok
S2__apisetu.gov.in__sbigeneral__3.0.0__openapi.yaml,3.x,5,5,ok
S2__apisetu.gov.in__statisticsrajasthan__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apisetu.gov.in__transport__3.0.0__openapi.yaml,3.x,5,5,ok
S2__apisetu.gov.in__ubseuk__3.0.0__openapi.yaml,3.x,3,3,ok
S2__apispot.io__whois__2.0__openapi.yaml,3.x,8,8,ok
S2__apiz.ebay.com__sell-finances__v1.15.0__openapi.yaml,3.x,7,7,ok
S2__appcenter.ms__v0.1__openapi.yaml,3.x,351,351,ok
S2__apple.com__app-store-connect__1.4.1__openapi.yaml,3.x,252,252,ok
S2__apple.com__sirikit-cloud-media__1.0.2__openapi.yaml,3.x,6,6,ok
S2__apptigent.com__2021.1.01__openapi.yaml,3.x,88,88,ok
S2__appveyor.com__1.0.0__swagger.yaml,2.0,53,53,ok
S2__appwrite.io__client__0.9.3__openapi.yaml,3.x,61,61,ok
S2__art19.com__1.0.0__openapi.yaml,3.x,22,22,ok
S2__asana.com__1.0__openapi.yaml,3.x,167,167,ok
S2__asuarez.dev__searchly__1.0__openapi.yaml,3.x,3,3,ok
S2__aucklandmuseum.com__2.0.0__swagger.yaml,2.0,6,6,ok
S2__authentiq.io__1.0__openapi.yaml,3.x,9,9,ok
S2__autodealerdata.com__1.0__openapi.yaml,3.x,35,35,ok
S2__autotask.net__v1__swagger.yaml,2.0,2958,2958,ok
S2__avaza.com__v1__swagger.yaml,2.0,86,86,ok
S2__azure.com__appconfiguration__1.0__swagger.yaml,2.0,9,9,ok
S2__azure.com__appplatform__2019-05-01-preview__swagger.yaml,2.0,33,33,ok
S2__azure.com__attestation__2018-09-01-preview__swagger.yaml,2.0,6,6,ok
S2__azure.com__azsadmin-FileContainer__2019-01-01__swagger.yaml,2.0,4,4,ok
S2__azure.com__cognitiveservices-AnomalyDetector__1.0__swagger.yaml,2.0,3,3,ok
S2__azure.com__customerlockbox__2018-02-28-preview__swagger.yaml,2.0,4,4,ok
S2__azure.com__digitaltwins__2020-03-01-preview__swagger.yaml,2.0,16,16,ok
S2__azure.com__frontdoor-networkexperiment__2019-11-01__swagger.yaml,2.0,14,14,ok
S2__azure.com__hybridcompute-HybridCompute__2019-12-12__swagger.yaml,2.0,13,13,ok
S2__azure.com__iotcentral__preview__swagger.yaml,2.0,30,30,ok
S2__azure.com__marketplace-Marketplace__2020-01-01__swagger.yaml,2.0,9,9,ok
S2__azure.com__migrate__2019-10-01__swagger.yaml,2.0,32,32,ok
S2__azure.com__monitor-privateLinkScopes_API__2019-10-17-preview__swagger.yaml,2.0,16,16,ok
S2__azure.com__resources-deploymentScripts__2019-10-01-preview__swagger.yaml,2.0,8,8,ok
S2__azure.com__support__2019-05-01-preview__swagger.yaml,2.0,14,14,ok
S2__azure.com__windowsesu__2019-09-16-preview__swagger.yaml,2.0,7,7,ok
S2__balldontlie.io__1.0.0__openapi.yaml,3.x,7,7,ok
S2__bbc.com__1.0.0__openapi.yaml,3.x,25,25,ok
S2__beezup.com__2.0__openapi.yaml,3.x,224,224,ok
S2__bhagavadgita.io__1.0__openapi.yaml,3.x,6,6,ok
S2__biapi.pro__2.0__openapi.yaml,3.x,167,167,ok
S2__bigoven.com__partner__openapi.yaml,3.x,66,66,ok
S2__bigredcloud.com__v1__openapi.yaml,3.x,111,111,ok
S2__billbee.io__v1__openapi.yaml,3.x,76,76,ok
S2__billingo.hu__3.0.7__openapi.yaml,3.x,31,31,ok
S2__bitbucket.org__2.0__openapi.yaml,3.x,305,305,ok
S2__bkk.hu__1.0.1__openapi.yaml,3.x,23,23,ok
S2__bluemix.net__containers__3.0.0__openapi.yaml,3.x,47,47,ok
S2__botify.com__1.0.0__openapi.yaml,3.x,26,26,ok
S2__botschaft.local__0.1.0__openapi.yaml,3.x,10,10,ok
S2__box.com__2.0.0__openapi.yaml,3.x,258,258,ok
S2__brainbi.net__1.0.0__openapi.yaml,3.x,14,14,ok
S2__braze.com__1.0.0__openapi.yaml,3.x,31,31,ok
S2__breadcrumbs.one__v1__openapi.yaml,3.x,5,5,ok
S2__brex.io__2021.12__openapi.yaml,3.x,54,54,ok
S2__bridgedb.org__0.9.0__swagger.yaml,2.0,13,13,ok
S2__britbox.co.uk__3.730.300-ref-1-39-0__openapi.yaml,3.x,121,121,ok
S2__browshot.com__1.17.0__swagger.yaml,2.0,17,17,ok
S2__bulksms.com__1.0.0__openapi.yaml,3.x,15,15,ok
S2__bungie.net__2.18.0__openapi.yaml,3.x,134,134,ok
S2__byautomata.io__1.0.1__openapi.yaml,3.x,4,4,ok
S2__c19qrserver.local__1.1__openapi.yaml,3.x,14,14,ok
S2__callcontrol.com__2015-11-01__swagger.yaml,2.0,6,6,ok
S2__callfire.com__V2__openapi.yaml,3.x,122,122,ok
S2__canada-holidays.ca__1.8.0__openapi.yaml,3.x,6,6,ok
S2__carbone.io__1.2.0__openapi.yaml,3.x,5,5,ok
S2__cdcgov.local__prime-data-hub__0.2.0-oas3__openapi.yaml,3.x,13,13,ok
S2__chain49.com__2.0__openapi.yaml,3.x,18,18,ok
S2__chaingateway.io__1.0.0__openapi.yaml,3.x,119,119,ok
S2__chaingateway.io__1.0__openapi.yaml,3.x,21,21,ok
S2__change.local__v1__openapi.yaml,3.x,8,8,ok
S2__channel4.com__1.0.0__swagger.yaml,2.0,68,68,ok
S2__chompthis.com__1.0.0-oas3__openapi.yaml,3.x,4,4,ok
S2__circl.lu__hashlookup__1.2__openapi.yaml,3.x,11,11,ok
S2__circleci.com__v1__openapi.yaml,3.x,22,22,ok
S2__cisco.com__0.0.3__swagger.yaml,2.0,19,19,ok
S2__clearblade.com__3.0__swagger.yaml,2.0,220,220,ok
S2__clever-cloud.com__1.0.0__openapi.yaml,3.x,324,324,ok
S2__clever.com__1.2.0__openapi.yaml,3.x,44,44,ok
S2__clickmeter.com__v2__openapi.yaml,3.x,104,104,ok
S2__clicksend.com__1.0.0__openapi.yaml,3.x,205,205,ok
S2__climate.com__4.0.11__openapi.yaml,3.x,26,26,ok
S2__climatekuul.com__1.0__openapi.yaml,3.x,26,26,ok
S2__cloud-elements.com__ecwid__api-v2__swagger.yaml,2.0,41,41,ok
S2__cloudrf.com__2.0.0__openapi.yaml,3.x,11,11,ok
S2__clubhouseapi.com__1__openapi.yaml,3.x,41,41,ok
S2__codat.io__assess__1.0__openapi.yaml,3.x,27,27,ok
S2__codat.io__bank-feeds__2.1.0__openapi.yaml,3.x,6,6,ok
S2__codat.io__banking__2.1.0__openapi.yaml,3.x,8,8,ok
S2__codat.io__commerce__2.1.0__openapi.yaml,3.x,11,11,ok
S2__codat.io__sync-for-commerce__1.1__openapi.yaml,3.x,17,17,ok
S2__codat.io__sync-for-expenses__prealpha__openapi.yaml,3.x,13,13,ok
S2__collegefootballdata.com__4.4.12__openapi.yaml,3.x,51,51,ok
S2__color.pizza__1.0.0__openapi.yaml,3.x,4,4,ok
S2__combell.com__v2__openapi.yaml,3.x,75,75,ok
S2__configcat.com__v1__openapi.yaml,3.x,63,63,ok
S2__conjur.local__5.3.0__openapi.yaml,3.x,40,40,ok
S2__contentgroove.com__1.0.0__openapi.yaml,3.x,15,15,ok
S2__contract-p.fit__1.0__openapi.yaml,3.x,138,138,ok
S2__corrently.io__2.0.0__openapi.yaml,3.x,26,26,ok
S2__covid19-api.com__1.2.6__openapi.yaml,3.x,9,9,ok
S2__cpy.re__peertube__5.1.0__openapi.yaml,3.x,186,186,ok
S2__credas.co.uk__pi__v1__openapi.yaml,3.x,37,37,ok
S2__crediwatch.com__covid19__1.3.0__openapi.yaml,3.x,5,5,ok
S2__crossbrowsertesting.com__3.0.0__openapi.yaml,3.x,3,3,ok
S2__cycat.org__0.9__swagger.yaml,2.0,14,14,ok
S2__d7networks.com__1.0.2__openapi.yaml,3.x,3,3,ok
S2__daniweb.com__4__openapi.yaml,3.x,67,67,ok
S2__data2crm.com__1__swagger.yaml,2.0,336,336,ok
S2__dataatwork.org__1.0__swagger.yaml,2.0,13,13,ok
