clean_file,spec_version,n_ops_original,n_ops_converted,status
S2__twilio.com__twilio_wireless_v1__1.55.0__openapi.yaml,3.x,16,16,ok
S2__twinehealth.com__v7.78.1__openapi.yaml,3.x,62,62,ok
S2__twitter.com__current__2.62__openapi.yaml,3.x,80,80,ok
S2__twitter.com__legacy__1.1__swagger.yaml,2.0,83,83,ok
S2__tyk.com__1.9__swagger.yaml,2.0,18,18,ok
S2__unicourt.com__1.0.0__openapi.yaml,3.x,158,158,ok
S2__up.com.au__v1__openapi.yaml,3.x,18,18,ok
S2__uscann.net__1.0__swagger.yaml,2.0,5,5,ok
S2__useapi.net__1.0__openapi.yaml,3.x,8,8,ok
S2__uspto.gov__bdss__1.0.0__swagger.yaml,2.0,7,7,ok
S2__va.gov__benefits__1.0.0__openapi.yaml,3.x,6,6,ok
S2__va.gov__facilities__0.0.1__openapi.yaml,3.x,5,5,ok
S2__vectara.io__1.0.0__openapi.yaml,3.x,9,9,ok
S2__velopayments.com__2.35.57__openapi.yaml,3.x,100,100,ok
S2__vercel.com__0.0.1__openapi.yaml,3.x,112,112,ok
S2__vestorly.com__1.0.0__swagger.yaml,2.0,51,51,ok
S2__viator.com__1.0.0__openapi.yaml,3.x,28,28,ok
S2__visiblethread.com__1.0__swagger.yaml,2.0,12,12,ok
S2__visma.com__1.0__openapi.yaml,3.x,512,512,ok
S2__visma.net__1.0.14.784__openapi.yaml,3.x,19,19,ok
S2__visma.net__9.66.02.1023__openapi.yaml,3.x,490,490,ok
S2__visualcrossing.com__weather__4.6__openapi.yaml,3.x,5,5,ok
S2__visualstudio.com__v1__openapi.yaml,3.x,141,141,ok
S2__vmware.local__vrni__1.0.0__openapi.yaml,3.x,161,161,ok
S2__vocadb.net__1.0__openapi.yaml,3.x,129,129,ok
S2__vonage.com__account__1.11.8__openapi.yaml,3.x,3,3,ok
S2__voodoomfg.com__2.0.0__swagger.yaml,2.0,11,11,ok
S2__vtex.local__Catalog-API-Seller-Portal__1.0.0__openapi.yaml,3.x,16,16,ok
S2__vtex.local__Catalog-API__1.0__openapi.yaml,3.x,162,162,ok
S2__vtex.local__Checkout-API__1.0__openapi.yaml,3.x,32,32,ok
S2__vtex.local__Customer-Credit-API__1.0__openapi.yaml,3.x,26,26,ok
S2__vtex.local__GiftCard-Hub-API__1.0__openapi.yaml,3.x,15,15,ok
S2__vtex.local__Giftcard-API__1.0__openapi.yaml,3.x,11,11,ok
S2__vtex.local__Headless-CMS-API__0.31.2__openapi.yaml,3.x,3,3,ok
S2__vtex.local__Intelligent-Search-API__0.1.12__openapi.yaml,3.x,7,7,ok
S2__vtex.local__License-Manager-API__1.0__openapi.yaml,3.x,12,12,ok
S2__vtex.local__Logistics-API__1.0__openapi.yaml,3.x,53,53,ok
S2__vtex.local__Marketplace-APIs-__1.0__openapi.yaml,3.x,15,15,ok
S2__vtex.local__Marketplace-APIs__1.0__openapi.yaml,3.x,23,23,ok
S2__vtex.local__Marketplace-Protocol__1.0__openapi.yaml,3.x,15,15,ok
S2__vtex.local__Master-Data-API-__1.0__openapi.yaml,3.x,26,26,ok
S2__vtex.local__MasterData-API-__1.0__openapi.yaml,3.x,20,20,ok
S2__vtex.local__Orders-API-(PII-version)__1.0__openapi.yaml,3.x,6,6,ok
S2__vtex.local__Orders-API__1.0__openapi.yaml,3.x,28,28,ok
S2__vtex.local__Payments-Gateway-API__1.0__openapi.yaml,3.x,22,22,ok
S2__vtex.local__Policies-System-API__1.0.0__openapi.yaml,3.x,6,6,ok
S2__vtex.local__Price-Simulations__1.0__openapi.yaml,3.x,7,7,ok
S2__vtex.local__Pricing-API__1.0__openapi.yaml,3.x,14,14,ok
S2__vtex.local__Profile-System__1.0__openapi.yaml,3.x,27,27,ok
S2__vtex.local__Promotions-__1.0__openapi.yaml,3.x,31,31,ok
S2__vtex.local__Recurrence-(v1-__1.0__openapi.yaml,3.x,11,11,ok
S2__vtex.local__Reviews-and-Ratings-API__1.0__openapi.yaml,3.x,8,8,ok
S2__vtex.local__SKU-Bindings-API__1.0__openapi.yaml,3.x,12,12,ok
S2__vtex.local__Search-API__1.0__openapi.yaml,3.x,15,15,ok
S2__vtex.local__Session-Manager-API__1.0__openapi.yaml,3.x,4,4,ok
S2__vtex.local__Subscriptions-API-(v2)__1.0__openapi.yaml,3.x,31,31,ok
S2__vtex.local__Subscriptions-API-(v3)__1.0__openapi.yaml,3.x,20,20,ok
S2__vtex.local__VTEX-Do-API__1.0__openapi.yaml,3.x,8,8,ok
S2__vtex.local__VTEX_TEMPLATE__1.0.0__openapi.yaml,3.x,3,3,ok
S2__walletobjects.googleapis.com__pay-passes__v1__openapi.yaml,3.x,95,95,ok
S2__walmart.com__inventory__1.0.0__openapi.yaml,3.x,7,7,ok
S2__walmart.com__item__3.0.1__swagger.yaml,2.0,6,6,ok
S2__walmart.com__order__3.0.1__swagger.yaml,2.0,9,9,ok
S2__walmart.com__price__1.0.0__openapi.yaml,3.x,8,8,ok
S2__warwick.ac.uk__enterobase__v2.0__openapi.yaml,3.x,26,26,ok
S2__waterlinked.com__1.0.0__swagger.yaml,2.0,38,38,ok
S2__wealthreader.com__1.0.0__openapi.yaml,3.x,3,3,ok
S2__weatherbit.io__2.0.0__swagger.yaml,2.0,47,47,ok
S2__weber-gesamtausgabe.de__1.0.0__swagger.yaml,2.0,10,10,ok
S2__webflow.com__2023-03-23T154040Z__openapi.yaml,3.x,80,80,ok
S2__webscraping.ai__3.0.0__openapi.yaml,3.x,4,4,ok
S2__whapi.com__accounts__2.0.0__swagger.yaml,2.0,9,9,ok
S2__whapi.com__bets__2.0.0__openapi.yaml,3.x,6,6,ok
S2__whapi.com__sessions__2.0.0__swagger.yaml,2.0,4,4,ok
S2__whapi.com__sportsdata__2__swagger.yaml,2.0,15,15,ok
S2__whatsapp.local__1.0__openapi.yaml,3.x,53,53,ok
S2__wikipathways.org__1.0__openapi.yaml,3.x,27,27,ok
S2__wiremock.org__admin__2.35.0__openapi.yaml,3.x,33,33,ok
S2__worldtimeapi.org__20210108__openapi.yaml,3.x,12,12,ok
S2__wyjyt-geo-calculate.azurewebsites.net__1.0.0__openapi.yaml,3.x,4,4,ok
S2__xero.com__xero-payroll-au__2.9.4__openapi.yaml,3.x,29,29,ok
S2__xero.com__xero_accounting__2.9.4__openapi.yaml,3.x,224,224,ok
S2__xero.com__xero_assets__2.9.4__openapi.yaml,3.x,6,6,ok
S2__xero.com__xero_bankfeeds__2.9.4__openapi.yaml,3.x,7,7,ok
S2__xero.com__xero_files__2.9.4__openapi.yaml,3.x,16,16,ok
S2__xtrf.eu__2.0__openapi.yaml,3.x,284,284,ok
S2__yodlee.com__1.1.0__openapi.yaml,3.x,70,70,ok
S2__youneedabudget.com__1.0.0__openapi.yaml,3.x,31,31,ok
S2__zalando.com__v1.0__swagger.yaml,2.0,20,20,ok
S2__zapier.com__nla__1.0.0__openapi.yaml,3.x,5,5,ok
S2__zappiti.com__4.15.174__swagger.yaml,2.0,7,7,ok
S2__zeit.co__v2019-01-07__openapi.yaml,3.x,5,5,ok
S2__zeno.fm__0.6-99cfdac__openapi.yaml,3.x,18,18,ok
S2__zoom.us__2.0.0__openapi.yaml,3.x,373,373,ok
S2__zuora.com__2021-08-20__openapi.yaml,3.x,428,428,ok
